commodity_code,goods_and_use_description,parent_and_commodity_description,usage_statements,commodity_description,standardised_commodity_code
2710196800,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Fuel oils
For other purposes
With a sulphur content exceeding 1% by weight
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Fuel oils
For other purposes
With a sulphur content exceeding 1% by weight","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",With a sulphur content exceeding 1% by weight,2710196800
2710197100,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing a specific process","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing a specific process",empty_cell,For undergoing a specific process,2710197100
2710197100,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing a specific process
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing a specific process","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",For undergoing a specific process,2710197100
2710197500,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 71","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 71",empty_cell,For undergoing chemical transformation by a process other than those specified in respect of subheading 2710 19 71,2710197500
2710198100,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Motor oils, compressor lube oils, turbine lube oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Motor oils, compressor lube oils, turbine lube oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","Motor oils, compressor lube oils, turbine lube oils",2710198100
2710198300,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Hydraulic oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Hydraulic oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Hydraulic oils,2710198300
2710198500,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
White oils, liquid paraffin
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
White oils, liquid paraffin","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","White oils, liquid paraffin",2710198500
2710198700,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Gear oils and reductor oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Gear oils and reductor oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Gear oils and reductor oils,2710198700
2710199100,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Metal-working compounds, mould-release oils, anti-corrosion oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Metal-working compounds, mould-release oils, anti-corrosion oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","Metal-working compounds, mould-release oils, anti-corrosion oils",2710199100
2710199300,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Electrical insulating oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Electrical insulating oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Electrical insulating oils,2710199300
2710199900,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Other lubricating oils and other oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, other than those containing biodiesel and other than waste oils
Other
Heavy oils
Lubricating oils; other oils
For other purposes
Other lubricating oils and other oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other lubricating oils and other oils,2710199900
2710200000,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, containing biodiesel, other than waste oils
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, containing biodiesel, other than waste oils","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, containing biodiesel, other than waste oils",2710200000
2710990010,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Waste oils
Other
For undergoing a specific process","Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils
Waste oils
Other
For undergoing a specific process",empty_cell,For undergoing a specific process,2710990010
2711121900,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Propane of a purity of not less than 99%
For other purposes","Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Propane of a purity of not less than 99%
For other purposes",empty_cell,For other purposes,2711121900
2711129100,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For undergoing a specific process","Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For undergoing a specific process",empty_cell,For undergoing a specific process,2711129100
2711129300,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For undergoing chemical transformation by a process other than those specified in respect of subheading 2711 12 91","Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For undergoing chemical transformation by a process other than those specified in respect of subheading 2711 12 91",empty_cell,For undergoing chemical transformation by a process other than those specified in respect of subheading 2711 12 91,2711129300
2711129400,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For other purposes
Of a purity exceeding 90% but of less than 99%
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For other purposes
Of a purity exceeding 90% but of less than 99%","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Of a purity exceeding 90% but of less than 99%,2711129400
2711129700,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For other purposes
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
Liquefied
Propane
Other
For other purposes
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,2711129700
2711130000,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Butanes
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
Liquefied
Butanes","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Butanes,2711130000
2711140000,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Ethylene, propylene, butylene and butadiene
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
Liquefied
Ethylene, propylene, butylene and butadiene","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland","Ethylene, propylene, butylene and butadiene",2711140000
2711190000,"Petroleum gases and other gaseous hydrocarbons
Liquefied
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
Liquefied
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,2711190000
2711210000,"Petroleum gases and other gaseous hydrocarbons
In gaseous state
Natural gas
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
In gaseous state
Natural gas","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Natural gas,2711210000
2711290000,"Petroleum gases and other gaseous hydrocarbons
In gaseous state
Other
• for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
• for fitting to or equipping such ships, boats or other vessels;
• for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below:
   fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
• for equipping the above platforms;
• for linking these drilling or production platforms to the mainland","Petroleum gases and other gaseous hydrocarbons
In gaseous state
Other","for incorporation in ships, boats or other vessels listed in Table 1, for the purposes of their construction, repair, maintenance or conversion;
for fitting to or equipping such ships, boats or other vessels;
for incorporation, for the purposes of their construction, repair, maintenance or conversion, in drilling or production platforms listed below: fixed, of subheading ex 8430 49 or floating or submersible of subheading 8905 20;
for equipping the above platforms;
for linking these drilling or production platforms to the mainland",Other,2711290000
